 not found
 created
0,96,8
0,136,2
0,311,18
0,348,1
0,408,6
0,431,1
0,447,1
0,593,16
0,787,23
0,940,17
0,1099,17
0,1123,1
0,1145,3
0,1222,8
0,1294,6
0,1324,5
0,1369,3
0,1397,2
0,1570,16
0,1608,5
0,1702,9
0,1834,11
0,1856,4
0,2142,27
0,2317,16
0,2342,4
0,2482,11
0,2505,1
0,2528,1
0,2544,1
0,2610,6
0,2692,9
0,2779,8
0,2815,4
0,2847,1
0,2925,7
0,2947,1
0,2972,3
0,3049,6
0,3069,1
0,3091,3
0,3238,12
0,3406,16
0,3426,4
0,3467,3
0,3607,15
0,3656,5
0,3696,1
0,3719,4
0,3751,1
0,3774,2
0,3895,12
0,3978,9
0,4070,6
0,4098,5
0,4188,10
0,4320,11
0,4345,4
0,4379,2
0,4407,2
0,4485,9
0,4516,2
0,4545,3
0,4827,28
0,4854,3
0,4888,3
0,4961,6
0,4988,2
0,5013,4
0,5054,5
0,5195,14
0,5226,1
0,5293,7
0,5467,17
0,5544,8
0,5579,5
0,5679,7
0,5706,3
0,5773,7
0,5810,4
0,5852,2
0,5870,3
0,5904,1
0,5926,3
0,5953,1
0,5970,1
0,6003,4
0,6044,2
0,6074,3
0,6265,18
0,6291,5
0,6332,3
0,6409,6
0,6493,8
0,6585,7
0,6609,2
0,6635,2
0,6665,4
0,6707,3
0,6739,2
0,6768,2
0,6850,6
0,6875,4
0,6919,1
0,6998,7
0,7029,5
0,7089,5
0,7138,1
0,7171,3
0,7209,4
0,7256,5
0,7307,2
0,7342,2
0,7376,2
0,7415,2
0,7497,7
0,7520,1
0,7551,3
0,7584,1
0,7712,11
0,7785,6
0,7806,1
0,7828,1
0,7847,2
0,7874,1
0,7892,1
0,7919,3
0,7948,1
0,8072,14
0,8113,3
0,8246,14
0,8282,2
0,8320,5
0,8359,1
0,8527,16
0,8595,7
0,8622,3
0,8658,4
0,8694,2
0,8725,4
0,8813,7
0,8896,8
0,8931,3
0,8962,1
0,8997,5
0,9035,2
0,9070,3
0,9146,7
0,9176,2
0,9213,3
0,9254,5
0,9610,34
0,9753,14
0,9788,2
0,9824,4
0,9858,2
0,9940,9
0,9970,2
0,9995,1
0,10012,2
0,10165,15
0,10207,3
0,10241,2
0,10270,2
0,10298,3
0,10332,3
0,10414,7
0,10491,8
0,10565,6
0,10705,13
0,10742,2
0,10956,21
0,10983,2
0,11158,20
0,11305,12
0,11339,5
0,11432,9
0,11471,2
0,11541,6
0,11616,8
0,11796,16
0,11829,3
0,11863,1
0,11993,12
0,12020,2
0,12159,12
0,12195,3
0,12286,9
0,12376,6
0,12394,1
0,12487,7
0,12527,3
0,12668,13
0,12756,6
0,12786,4
0,12880,8
0,12917,4
0,12959,3
0,12989,1
0,13067,7
0,13106,5
0,13255,11
0,13282,3
0,13370,10
0,13410,1
0,13438,2
0,13467,2
0,13498,4
0,13595,7
0,13632,5
0,13727,9
0,13817,10
0,13860,1
0,13884,2
0,13907,2
0,13931,2
0,13964,2
0,14046,6
0,14074,3
0,14109,2
0,14132,2
0,14217,7
0,14252,4
0,14455,16
0,14492,3
0,14527,2
0,14616,10
0,14722,9
0,14759,5
0,14800,1
0,14831,1
0,14959,12
0,14998,5
0,15037,1
0,15062,1
0,15132,7
0,15227,9
0,15266,1
0,15292,4
0,15337,3
0,15374,4
0,15416,5
0,15514,7
0,15594,6
0,15656,6
0,15681,1
0,15706,1
0,15723,1
0,15813,9
0,15852,3
0,15942,6
0,15966,1
0,16044,6
0,16226,18
0,16323,9
0,16356,1
0,16385,1
0,16415,3
0,16552,12
0,16583,4
0,16863,28
0,16895,1
0,16990,9
0,17026,1
0,17095,6
0,17113,1
0,17146,1
0,17169,3
0,17206,4
0,17245,2
0,17275,2
0,17354,6
0,17380,3
0,17616,21
0,17633,1
0,17705,9
0,17744,1
0,17769,4
0,17811,2
0,17847,2
0,17872,3
0,17959,8
0,18049,7
0,18132,9
0,18183,3
0,18215,3
0,18246,1
0,18336,10
0,18424,7
0,18499,7
0,18522,1
0,18592,9
0,18628,3
0,18660,3
0,18691,2
0,18728,5
0,18777,5
0,18814,2
0,18850,5
0,18894,1
0,18920,1
0,18937,1
0,19009,6
0,19034,1
0,19149,11
0,19220,6
0,19287,6
0,19363,7
0,19396,5
0,19440,1
0,19512,8
0,19599,7
0,19626,2
0,19660,4
0,19844,18
0,20015,17
0,20042,3
0,20086,5
0,20120,1
0,20138,1
0,20173,4
0,20252,6
0,20286,3
0,20321,4
0,20431,10
0,20476,1
0,20545,8
0,20576,1
0,20609,5
0,20654,2
0,20680,4
0,20723,3
0,20818,10
0,20858,2
0,20889,4
0,21021,15
0,21065,1
0,21096,5
0,21136,1
0,21164,2
0,21187,1
0,21215,1
0,21330,12
0,21460,12
0,21485,4
0,21532,3
0,21567,3
0,21663,8
0,21707,4
0,21745,2
0,21953,19
0,21991,4
0,22132,13
0,22376,22
0,22405,3
0,22449,3
0,22478,1
0,22504,1
0,22621,13
0,22659,4
0,22696,4
0,22738,1
0,22760,1
0,22788,3
0,22822,4
0,22857,2
0,22941,6
0,23062,11
0,23090,1
0,23114,1
0,23139,1
0,23160,2
0,23280,11
0,23300,5
0,23345,1
0,23413,7
0,23446,4
0,23477,2
0,23550,6
0,23578,2
0,23604,1
0,23696,10
0,23739,2
0,23818,6
0,23940,13
0,23977,2
0,24056,6
0,24079,1
0,24113,4
0,24149,1
0,24179,4
0,24268,6
0,24347,10
0,24387,1
0,24410,1
0,24477,6
0,24556,7
0,24589,1
0,24766,16
0,24948,19
0,24993,5
0,25033,1
0,25060,5
0,25100,3
0,25134,1
0,25160,5
0,25204,5
0,25291,6
0,25318,4
0,25460,11
0,25481,1
0,25510,1
0,25538,3
0,25573,2
0,25599,1
0,25622,1
0,25646,2
0,25669,1
0,25940,27
0,25963,1
0,25996,2
0,26023,2
0,26047,1
0,26072,3
0,26155,9
0,26290,13
0,26365,7
0,26406,4
0,26486,7
0,26597,12
0,26629,4
0,26667,5
0,26711,3
0,26793,8
0,26884,8
0,27048,18
0,27138,10
0,27220,10
0,27415,18
0,27494,6
0,27524,4
0,27659,14
0,27700,2
0,27730,3
0,27760,1
0,27788,2
0,27812,1
0,27836,1
0,27863,4
0,27946,6
0,28014,6
0,28041,5
0,28083,3
0,28119,2
0,28199,9
0,28237,1
0,28314,7
0,28350,5
0,28388,4
0,28428,2
0,28451,1
0,28524,6
0,28547,3
0,28577,2
0,28611,4
0,28696,7
0,28732,4
0,28774,2
0,28802,2
0,28835,1
0,28857,1
0,28880,1
0,28898,1
0,28921,1
0,29007,6
0,29026,2
0,29056,2
0,29080,1
0,29155,9
0,29199,3
0,29230,1
0,29262,2
0,29341,8
0,29416,6
0,29490,6
0,29516,1
0,29599,6
0,29621,2
0,29653,1
0,29677,3
0,29712,1
0,29731,1
0,29766,4
0,29797,1
0,29823,4
0,29854,1
0,29884,2
0,29910,3
0,29954,3
0,0,1
0,53,1
0,499,52
0,622,12
0,740,11
0,766,3
0,839,6
0,901,6
0,923,4
0,1063,13
0,1093,1
0,1207,12
0,1229,2
0,1252,1
0,1321,7
0,1542,22
0,1714,17
0,1742,3
0,1797,5
0,1895,6
0,1976,9
0,2010,2
0,2048,5
0,2091,2
0,2126,2
0,2159,2
0,2190,5
0,2360,14
0,2403,4
0,2439,1
0,2463,1
0,2491,1
0,2580,7
0,2605,2
0,2648,5
0,2689,2
0,2712,3
0,2760,4
0,2800,1
0,2819,1
0,2857,5
0,2915,4
0,2949,1
0,3142,17
0,3225,10
0,3275,4
0,3424,14
0,3475,5
0,3520,2
0,3603,9
0,3642,2
0,3670,3
0,3698,1
0,3729,5
0,3777,5
0,3831,1
0,3914,7
0,3946,3
0,4093,13
0,4121,1
0,4143,2
0,4168,1
0,4188,1
0,4319,11
0,4405,9
0,4458,4
0,4496,3
0,4658,14
0,4692,2
0,4721,3
0,4754,2
0,4784,1
0,4870,9
0,4915,1
0,4941,1
0,5029,6
0,5114,8
0,5153,1
0,5176,1
0,5282,9
0,5326,1
0,5416,8
0,5456,5
0,5557,7
0,5590,3
0,5628,3
0,5668,3
0,5711,4
0,5829,10
0,5881,2
0,5912,3
0,6004,6
0,6031,2
0,6048,2
0,6078,1
0,6097,1
0,6175,7
0,6213,5
0,6299,6
0,6316,2
0,6406,9
0,6442,1
0,6738,28
0,6817,8
0,6861,5
0,6917,5
0,7021,8
0,7061,1
0,7212,14
0,7255,2
0,7286,2
0,7315,1
0,7343,3
0,7391,4
0,7428,1
0,7466,2
0,7498,3
0,7540,4
0,7574,1
0,7607,3
0,7690,8
0,7718,1
0,7789,6
0,7807,1
0,7827,1
0,7848,3
0,7884,2
0,7966,9
0,7996,1
0,8017,1
0,8039,4
0,8079,3
0,8115,4
0,8160,4
0,8303,11
0,8323,1
0,8347,1
0,8607,26
0,8687,7
0,8723,4
0,8814,9
0,8856,5
0,8912,5
0,8947,1
0,9080,11
0,9104,1
0,9133,4
